postcode,electricity_all_meters,electricity_all_consumption_kwh,electricity_standard_meters,electricity_standard_consumption_kwh,electricity_economy7_meters,electricity_economy7_consumption_kwh,gas_meters,gas_consumption_kwh
"M7 2EX",45,57753,45,57753,,,,
"M7 2EY",,,,,,,,
"M7 2EZ",19,58495,19,58495,,,21,253784
"M7 2FA",8,37137,8,37137,,,6,186183
"M7 2FD",5,39395,5,39395,,,6,232212
"M7 2FE",17,42830,17,42830,,,18,200200
"M7 2FF",37,134810,,,,,38,667479
"M7 2FG",16,117018,16,117018,,,15,400547
"M7 2FL",9,30682,,,,,10,158067
"M7 2FN",15,26757,15,26757,,,14,79860
"M7 2FR",,,,,,,,
"M7 2FS",12,91915,12,91915,,,11,363786
"M7 2FT",,,,,,,,
"M7 2FU",9,33287,9,33287,,,11,244897
"M7 2FX",22,99225,22,99225,,,23,406662
"M7 2FY",,,,,,,,
"M7 2FZ",,,,,,,,
"M7 2GA",,,,,,,,
"M7 2GB",11,24607,11,24607,,,11,67299
"M7 2GD",13,71105,,,,,15,334575
"M7 2GE",8,24796,8,24796,,,7,48315
"M7 2GL",6,8756,6,8756,,,6,25663
"M7 2GP",35,89726,35,89726,,,32,193242
"M7 2GS",5,13867,5,13867,,,5,42049
"M7 2GW",14,27778,14,27778,,,9,42420
"M7 2HA",19,74979,,,,,20,356388
"M7 2HB",,,,,,,,
"M7 2HD",17,100491,17,100491,,,18,328639
"M7 2HE",53,93742,46,74228,7,19514,38,436208
"M7 2HF",28,101547,,,,,5,113319
"M7 2HG",59,209363,,,,,57,792284
"M7 2HH",,,,,,,,
"M7 2HJ",23,109696,23,109696,,,23,302375
"M7 2HL",27,100818,27,100818,,,25,418333
"M7 2HN",15,45085,15,45085,,,14,226815
"M7 2HP",30,122355,30,122355,,,30,581149
"M7 2HQ",14,55649,,,,,16,319823
"M7 2HR",12,32852,12,32852,,,22,257569
"M7 2HS",15,61202,15,61202,,,14,273791
"M7 2HT",,,,,,,,
"M7 2HU",7,29236,7,29236,,,7,138748
"M7 2HW",15,63127,15,63127,,,14,236912
"M7 2HX",15,114335,9,65025,6,49310,10,126074
"M7 2HY",7,27692,7,27692,,,7,144295
"M7 2HZ",,,,,,,,
"M7 2JA",30,141783,21,98682,9,43101,19,372864
"M7 2JB",24,103208,,,,,25,323131
"M7 2JD",19,51811,19,51811,,,19,115642
"M7 2JE",25,69549,,,,,24,230488
"M7 2JF",6,20488,6,20488,,,6,77409
"M7 2JG",10,25978,10,25978,,,10,66668
"M7 2JH",14,46317,14,46317,,,14,119415
"M7 2JJ",8,27658,8,27658,,,7,61416
"M7 2JL",17,29909,,,,,17,181320
"M7 2JN",27,55771,27,55771,,,27,177384
"M7 2JP",13,33346,,,,,13,111757
"M7 2JQ",10,16818,10,16818,,,10,52631
"M7 2JR",14,61060,14,61060,,,7,123114
"M7 2JS",13,42559,13,42559,,,15,189445
"M7 2JT",13,63188,13,63188,,,13,152444
"M7 2JU",5,20570,5,20570,,,5,36072
"M7 2JW",13,40599,13,40599,,,14,126445
"M7 2JX",14,52981,,,,,11,190480
"M7 2JY",9,19123,9,19123,,,9,31721
"M7 2JZ",7,17949,7,17949,,,7,60971
"M7 2LA",7,35949,7,35949,,,8,110620
"M7 2LD",,,,,,,,
"M7 2LE",5,11732,5,11732,,,5,40352
"M7 2LF",9,17421,9,17421,,,8,43786
"M7 2LG",9,18612,9,18612,,,8,48295
"M7 2LH",13,35002,13,35002,,,20,308147
"M7 2LP",34,57397,34,57397,,,34,231051
"M7 2NL",37,85589,30,61942,7,23647,32,208659
"M7 2ST",18,45012,18,45012,,,18,143775
"M7 2XF",8,27273,8,27273,,,8,65142
"M7 2XG",9,19861,9,19861,,,9,89041
"M7 2XN",14,48082,14,48082,,,15,128874
"M7 2XW",34,96186,34,96186,,,34,244962
"M7 2XY",21,53065,21,53065,,,21,105582
"M7 2YA",7,17895,7,17895,,,8,60898
"M7 2YB",10,31610,10,31610,,,10,101775
"M7 2YD",21,47669,21,47669,,,20,124317
"M7 2YF",16,49144,16,49144,,,15,103923
"M7 2YG",23,64213,,,,,23,167445
"M7 2YJ",,,,,,,,
"M7 2YL",5,17484,,,,,5,43513
"M7 2YN",,,,,,,,
"M7 2YQ",9,18515,9,18515,,,9,64304
"M7 2YW",11,33649,11,33649,,,11,94903
"M7 2YZ",,,,,,,,
"M7 2ZG",,,,,,,,
"M7 2ZL",10,31952,10,31952,,,12,68261
"M7 2ZN",10,29215,10,29215,,,11,75182
"M7 2ZQ",,,,,,,,
"M7 2ZS",34,123342,18,55832,16,67511,6,34149
"M7 2ZT",41,150624,31,91370,10,59254,35,432923
"M7 2ZW",34,119311,34,119311,,,33,304876
"M7 3AA",24,80604,24,80604,,,23,204448
"M7 3AE",8,25542,8,25542,,,8,62691
"M7 3AP",8,29576,8,29576,,,8,83832
"M7 3AQ",20,94631,20,94631,,,20,189089
"M7 3AR",20,35719,20,35719,,,20,178164
"M7 3BA",21,72794,21,72794,,,17,229189
"M7 3BB",9,32837,9,32837,,,12,135796
"M7 3BD",12,37851,12,37851,,,5,69858
"M7 3BF",6,26458,6,26458,,,6,101959
"M7 3BG",9,41654,9,41654,,,5,108635
"M7 3BL",66,160139,66,160139,,,67,423430
"M7 3BN",34,89116,34,89116,,,39,310968
"M7 3BP",57,142238,57,142238,,,58,526314
"M7 3BR",20,78451,20,78451,,,20,250155
"M7 3DE",,,,,,,,
"M7 3DH",5,15874,5,15874,,,5,55206
"M7 3DL",5,20813,5,20813,,,5,68626
"M7 3DN",19,79299,19,79299,,,13,116791
"M7 3DP",,,,,,,,
"M7 3DR",8,16827,8,16827,,,8,54383
"M7 3EA",23,80629,,,,,23,196131
"M7 3FT",80,432730,6,29256,74,403473,,
"M7 3GE",,,,,,,,
"M7 3GG",6,18939,6,18939,,,6,48650
"M7 3GN",30,75296,30,75296,,,30,322246
"M7 3GP",33,99590,,,,,34,353856
"M7 3GQ",6,10673,6,10673,,,6,87810
"M7 3GR",11,27048,,,,,10,92344
"M7 3GS",14,33252,14,33252,,,13,82785
"M7 3GT",12,35806,12,35806,,,13,96219
"M7 3GU",16,75419,16,75419,,,16,213171
"M7 3GW",13,37747,13,37747,,,13,111144
"M7 3GX",16,52584,16,52584,,,15,158375
"M7 3GY",30,101503,30,101503,,,31,356744
"M7 3GZ",12,42294,12,42294,,,12,158581
"M7 3HA",6,14560,6,14560,,,6,51978
"M7 3HB",12,57003,12,57003,,,12,155300
"M7 3HD",6,31335,6,31335,,,6,48018
"M7 3HE",6,13127,6,13127,,,6,79766
"M7 3NQ",,,,,,,,
"M7 3NT",5,11020,5,11020,,,5,41256
"M7 3PG",51,229698,46,188178,5,41520,47,773163
"M7 3PS",11,38152,11,38152,,,10,110046
"M7 3PT",20,67531,,,,,20,226109
"M7 3PU",22,83676,,,,,22,251017
"M7 3PY",15,58161,,,,,14,196689
"M7 3QA",6,20343,6,20343,,,6,100862
"M7 3QD",,,,,,,,
"M7 3QF",6,15027,6,15027,,,6,81613
"M7 3QG",23,59443,23,59443,,,27,285844
"M7 3QH",6,24504,6,24504,,,6,102175
"M7 3QN",,,,,,,,
"M7 3QP",14,36610,14,36610,,,13,132441
"M7 3QQ",16,45448,16,45448,,,15,178729
"M7 3QR",26,87221,,,,,26,183747
"M7 3QS",11,30753,,,,,12,195073
"M7 3QT",12,43710,12,43710,,,12,113369
"M7 3QU",20,58923,20,58923,,,20,258075
"M7 3QW",50,123324,,,,,49,540240
"M7 3QX",31,122016,31,122016,,,30,329405
"M7 3QY",34,115006,34,115006,,,33,321958
"M7 3QZ",12,46635,12,46635,,,12,165054
"M7 3RA",9,33607,9,33607,,,10,132239
"M7 3RB",15,49689,15,49689,,,14,121829
"M7 3RD",14,58637,14,58637,,,14,156621
"M7 3RE",17,54461,17,54461,,,17,206004
"M7 3RF",17,59538,17,59538,,,17,204998
"M7 3RH",20,67055,20,67055,,,20,217897
"M7 3RJ",13,65467,13,65467,,,15,140522
"M7 3RL",8,27705,8,27705,,,8,79757
"M7 3RN",17,55214,17,55214,,,18,166243
"M7 3RP",5,21386,5,21386,,,5,126991
"M7 3RQ",10,34578,,,,,10,120333
"M7 3RR",,,,,,,,
"M7 3RS",,,,,,,,
"M7 3RT",12,43474,12,43474,,,11,107467
"M7 3RU",,,,,,,,
"M7 3RW",6,19654,6,19654,,,6,64089
"M7 3RX",,,,,,,,
"M7 3RY",,,,,,,,
"M7 3RZ",13,29298,13,29298,,,14,123335
"M7 3SA",,,,,,,,
"M7 3SB",,,,,,,,
"M7 3SD",,,,,,,,
"M7 3SE",,,,,,,,
"M7 3SF",10,46737,10,46737,,,10,144218
"M7 3SG",5,13579,5,13579,,,6,69901
"M7 3ST",77,391187,8,31540,69,359647,,
"M7 3TA",6,8428,6,8428,,,13,180378
"M7 3TB",18,85027,,,,,18,247872
"M7 3TD",39,88732,,,,,41,496295
"M7 3TE",38,93613,38,93613,,,40,430702
"M7 3TF",40,104129,40,104129,,,43,482837
"M7 3TG",23,77575,,,,,24,249739
"M7 3TH",51,126290,,,,,53,613689
"M7 3TJ",26,99216,26,99216,,,25,300290
"M7 3TL",5,20311,5,20311,,,5,68193
"M7 3TN",22,64126,,,,,22,165893
"M7 3TP",23,68272,23,68272,,,25,304003
"M7 3TQ",26,76415,26,76415,,,25,233864
"M7 3TR",29,68759,29,68759,,,28,221582
"M7 3TS",48,138954,48,138954,,,46,413256
"M7 3TT",26,73840,26,73840,,,28,215949
"M7 3TW",13,41956,13,41956,,,9,99493
"M7 3TX",21,97117,21,97117,,,21,337109
"M7 4ED",24,156839,,,,,11,153058
"M7 4EY",,,,,,,,
"M7 4JR",7,37103,7,37103,,,6,117703
"M7 4WZ",,,,,,,,
"M7 4YL",16,39355,16,39355,,,16,158506
"M7 4YQ",,,,,,,,
"M7 4ZD",32,68307,32,68307,,,30,294488
"M7 4ZP",25,54054,25,54054,,,27,281366
"M8 0TL",,,,,,,,
"M8 8AE",7,28725,7,28725,,,7,62109
"M8 8AF",,,,,,,,
"M8 8AG",,,,,,,,
"M8 8AN",,,,,,,,
"M8 8AQ",15,57585,15,57585,,,16,278308
"M8 8AR",,,,,,,,
"M8 8AT",,,,,,,,
"M8 8AW",,,,,,,,
"M8 8BA",9,19324,,,,,11,62714
"M8 8BS",45,76714,,,,,47,208370
"M8 8BX",28,48527,,,,,26,223974
"M8 8BY",40,83234,40,83234,,,40,346944
"M8 8BZ",20,39515,20,39515,,,19,132759
"M8 8DB",66,150608,66,150608,,,58,480362
"M8 8DD",,,,,,,,
"M8 8DE",31,70562,31,70562,,,24,206635
"M8 8DJ",15,30414,15,30414,,,16,129669
"M8 8DQ",,,,,,,,
"M8 8DU",,,,,,,,
"M8 8DY",,,,,,,,
"M8 8EB",,,,,,,,
"M8 8EE",,,,,,,,
"M8 8EF",,,,,,,,
"M8 8EG",,,,,,,,
"M8 8EJ",,,,,,,,
"M8 8EL",,,,,,,,
"M8 8EN",,,,,,,,
"M8 8EQ",,,,,,,,
"M8 8ER",16,58820,16,58820,,,16,139039
"M8 8ES",46,105280,46,105280,,,48,505946
"M8 8ET",,,,,,,,
"M8 8EU",,,,,,,,
"M8 8EW",5,6126,5,6126,,,,
"M8 8EX",6,11356,6,11356,,,,
"M8 8FJ",,,,,,,,
"M8 8FN",,,,,,,,
"M8 8FQ",,,,,,,,
"M8 8FT",,,,,,,,
"M8 8FW",,,,,,,,
"M8 8FX",,,,,,,,
"M8 8GJ",,,,,,,,
"M8 8HE",,,,,,,,
"M8 8HH",,,,,,,,
"M8 8HW",,,,,,,,
"M8 8JW",11,28195,11,28195,,,14,139323
"M8 8JX",24,82090,24,82090,,,23,269050
"M8 8LE",,,,,,,,
"M8 8NE",,,,,,,,
"M8 8NN",,,,,,,,
"M8 8NZ",15,34859,15,34859,,,17,176924
"M8 8YD",43,100362,43,100362,,,41,335345
"M8 8YE",31,87034,31,87034,,,31,328973
"M8 8YF",28,79304,28,79304,,,24,236651
"M8 8YG",17,46927,17,46927,,,16,158801
"M8 8YH",25,62484,25,62484,,,28,246994
"M8 8YJ",19,43812,19,43812,,,18,204329
"M8 8YR",6,10347,6,10347,,,8,72419
"M8 8YT",14,39338,14,39338,,,13,132696
"M8 8YU",25,60405,25,60405,,,28,276204
"M8 8YW",15,41661,15,41661,,,18,171153
"M8 9DY",,,,,,,,
"M8 9SG",,,,,,,,
"M8 9SN",,,,,,,,
"M8 9TW",,,,,,,,
"M8 9TY",,,,,,,,
"M8 9TZ",,,,,,,,
"M8 9UE",,,,,,,,
"M8 9YG",,,,,,,,
"M9 8DF",7,19883,7,19883,,,7,52077
"BL9 8AD",25,69349,,,,,25,371914
"BL9 8AE",8,15798,8,15798,,,8,70826
"BL9 8AP",38,143949,,,,,38,374239
"BL9 8BA",,,,,,,,
"BL9 8BD",34,100261,,,,,36,375698
"BL9 8DD",,,,,,,,
"BL9 8DE",19,43013,19,43013,,,18,123389
"BL9 8DH",,,,,,,,
"BL9 8DL",20,74029,20,74029,,,20,282146
"BL9 8DN",20,91933,20,91933,,,21,387329
"BL9 8DP",40,180920,10,21837,30,159083,,
"BL9 8DR",11,31436,11,31436,,,11,158509
"BL9 8DS",30,71092,30,71092,,,30,374376
"BL9 8DT",25,59948,25,59948,,,24,277715
"BL9 8DU",18,44615,18,44615,,,18,191435
"BL9 8DW",60,344015,34,152157,26,191858,19,314488
"BL9 8DX",,,,,,,,
"BL9 8DY",20,55710,,,,,20,293819
"BL9 8DZ",31,89773,,,,,30,367447
"BL9 8EA",8,21671,8,21671,,,8,96045
"BL9 8EB",,,,,,,,
"BL9 8ED",27,72418,27,72418,,,28,354860
"BL9 8EE",37,120182,37,120182,,,36,419089
"BL9 8EF",40,155181,40,155181,,,39,625164
"BL9 8EG",35,110698,,,,,34,536571
"BL9 8EH",,,,,,,,
"BL9 8EJ",13,35814,13,35814,,,13,181981
"BL9 8EL",16,45445,,,,,17,217531
"BL9 8EN",32,96397,32,96397,,,32,483364
"BL9 8EP",45,172878,45,172878,,,44,652829
"BL9 8EQ",17,65059,,,,,16,226830
"BL9 8ER",8,26117,8,26117,,,8,131012
"BL9 8ES",5,26400,,,,,5,162764
"BL9 8ET",,,,,,,,
"BL9 8EU",,,,,,,,
"BL9 8EW",6,24711,,,,,6,82917
"BL9 8GA",5,88501,5,88501,,,,
"BL9 8GD",,,,,,,,
"BL9 8HA",20,55315,20,55315,,,20,269422
"BL9 8HB",60,159540,,,,,60,739169
"BL9 8HD",13,43934,13,43934,,,13,137745
"BL9 8HE",21,56327,21,56327,,,22,292277
"BL9 8HF",18,59408,,,,,17,189980
"BL9 8HG",50,146113,50,146113,,,51,605273
"BL9 8HH",36,103296,,,,,35,397306
"BL9 8HJ",12,31852,,,,,13,183731
"BL9 8HL",,,,,,,,
"BL9 8HN",38,140958,38,140958,,,38,555542
"BL9 8HP",42,163027,,,,,41,528911
"BL9 8HQ",27,79703,27,79703,,,27,353683
"BL9 8HR",9,28328,9,28328,,,10,88138
"BL9 8HS",9,29806,9,29806,,,9,135824
"BL9 8HT",22,51939,22,51939,,,23,328014
"BL9 8HU",27,95858,27,95858,,,27,367131
"BL9 8HW",27,141726,27,141726,,,27,373448
"BL9 8HX",8,30193,8,30193,,,7,101760
"BL9 8HY",33,106693,,,,,34,505326
"BL9 8HZ",34,104438,34,104438,,,34,485043
"BL9 8JA",32,119912,32,119912,,,32,546779
"BL9 8JB",17,81628,17,81628,,,17,265525
"BL9 8JF",71,254536,71,254536,,,73,998546
"BL9 8JG",71,199863,,,,,71,887931
"BL9 8JH",21,87086,6,18529,15,68557,,
"BL9 8JJ",8,22125,8,22125,,,,
"BL9 8JL",21,59936,,,,,19,204957
"BL9 8JN",12,20451,,,,,12,116240
"BL9 8JP",24,67020,,,,,25,260334
"BL9 8JQ",23,73480,23,73480,,,25,266220
"BL9 8JR",,,,,,,,
"BL9 8JS",17,67386,,,,,19,237405
"BL9 8JT",37,85956,,,,,37,387893
"BL9 8JU",21,75354,21,75354,,,21,390832
"BL9 8JW",16,49766,16,49766,,,15,206604
"BL9 8JX",49,129531,,,,,50,795246
"BL9 8JY",13,39920,13,39920,,,13,188581
"BL9 8JZ",12,24261,12,24261,,,12,129341
"BL9 8LA",22,86267,,,,,21,372022
"BL9 8LB",36,98735,,,,,35,539319
"BL9 8LD",16,50502,16,50502,,,16,175894
"BL9 8LE",30,90698,30,90698,,,30,362235
"BL9 8LF",33,125933,,,,,33,508731
"BL9 8LG",11,23351,11,23351,,,11,105397
"BL9 8LH",7,24458,7,24458,,,8,144856
"BL9 8LJ",22,69702,,,,,22,323222
"BL9 8LL",18,40448,18,40448,,,18,260502
"BL9 8LP",,,,,,,,
"BL9 8LQ",17,45302,17,45302,,,17,224154
"BL9 8LS",33,110929,33,110929,,,33,399400
"BL9 8LU",21,68478,21,68478,,,20,211123
"BL9 8LW",37,157004,,,,,,
"BL9 8LX",13,36287,13,36287,,,14,193079
"BL9 8LY",15,46438,15,46438,,,15,229903
"BL9 8LZ",33,100382,33,100382,,,32,387738
"BL9 8NA",8,36109,,,,,7,82787
"BL9 8NB",22,55268,22,55268,,,22,264097
"BL9 8ND",41,124476,41,124476,,,41,601724
"BL9 8NE",35,113770,,,,,35,515283
"BL9 8NF",31,116243,31,116243,,,31,506580
"BL9 8NG",22,66329,22,66329,,,23,384370
"BL9 8NH",28,85253,,,,,29,513017
"BL9 8NJ",19,53192,19,53192,,,18,283246
"BL9 8NL",34,146391,34,146391,,,36,550928
"BL9 8NN",8,36870,8,36870,,,8,145079
"BL9 8NP",15,47536,15,47536,,,14,213274
"BL9 8NQ",15,43623,15,43623,,,15,212664
"BL9 8NR",17,70662,17,70662,,,17,269455
"BL9 8NS",14,40779,14,40779,,,14,168816
"BL9 8NT",17,83386,17,83386,,,17,268385
"BL9 8NU",18,55856,,,,,19,236610
"BL9 8NW",27,87191,27,87191,,,25,397717
"BL9 8NX",11,34857,11,34857,,,11,149524
"BL9 8PA",33,98656,33,98656,,,33,358456
"BL9 8PB",44,155775,,,,,44,580310
"BL9 8PD",42,158246,,,,,45,552242
"BL9 8PE",5,8729,5,8729,,,6,71368
"BL9 8PF",49,151111,49,151111,,,48,600902
"BL9 8PG",30,90997,30,90997,,,30,440234
"BL9 8PH",10,36682,10,36682,,,11,110346
"BL9 8PJ",38,93806,38,93806,,,39,426939
"BL9 8PL",6,15747,,,,,6,83526
"BL9 8PN",22,60657,,,,,23,343995
"BL9 8PP",31,83885,,,,,31,402340
"BL9 8PQ",13,28975,13,28975,,,13,155374
"BL9 8PS",54,147056,54,147056,,,54,575545
"BL9 8PT",13,38003,13,38003,,,13,231506
"BL9 8PU",34,90025,34,90025,,,32,452145
"BL9 8PW",12,34384,12,34384,,,12,156589
"BL9 8PX",16,73808,,,,,16,271794
"BL9 8PY",11,29835,11,29835,,,10,133862
"BL9 8QB",,,,,,,,
"BL9 8QD",93,418127,23,97153,70,320974,,
"BL9 8QF",,,,,,,,
"BL9 8QH",25,63134,25,63134,,,27,312239
"BL9 8QL",,,,,,,,
"BL9 8QP",,,,,,,,
"BL9 8QR",,,,,,,,
"BL9 8QS",,,,,,,,
"BL9 8QT",,,,,,,,
"BL9 8QW",,,,,,,,
"BL9 8QZ",,,,,,,,
"BL9 8RD",,,,,,,,
"BL9 8RE",,,,,,,,
"BL9 8RN",,,,,,,,
"BL9 8RQ",,,,,,,,
"BL9 8RR",,,,,,,,
"BL9 8RS",,,,,,,,
"BL9 8RT",,,,,,,,
"BL9 8RY",,,,,,,,
"BL9 8RZ",,,,,,,,
"BL9 9GH",15,59610,15,59610,,,15,217722
"BL9 9SL",43,119237,,,,,43,596260
"BL9 9SN",16,61921,,,,,16,201263
"BL9 9ST",23,47841,23,47841,,,23,327073
"BL9 9TA",7,16327,7,16327,,,7,55123
"BL9 9TD",6,11897,6,11897,,,,
"BL9 9TF",22,52144,,,,,23,240112
"BL9 9TH",,,,,,,,
"BL9 9TJ",,,,,,,,
"BL9 9TL",,,,,,,,
"BL9 9TN",6,18076,,,,,6,62290
"BL9 9TP",12,23514,12,23514,,,13,134284
"BL9 9TR",,,,,,,,
"BL9 9TW",17,40148,,,,,16,183966
"SK6 4DZ",5,19238,5,19238,,,8,233994
"SK6 4HJ",16,62975,16,62975,,,15,169897
"SK6 5AA",38,106964,32,75691,6,31274,42,546104
"SK6 5AB",28,120175,22,81816,6,38360,21,337205
"SK6 5AE",48,187455,,,,,45,750926
"SK6 5AF",24,94734,24,94734,,,21,471528
"SK6 5AG",43,195646,43,195646,,,44,841549
"SK6 5AH",21,122937,,,,,21,365704
"SK6 5AL",23,70333,,,,,23,358866
"SK6 5AN",25,73002,,,,,24,273106
"SK6 5AP",31,140475,,,,,30,631871
"SK6 5AQ",6,14227,6,14227,,,6,57270
"SK6 5AR",12,98660,12,98660,,,8,251513
"SK6 5AU",12,46995,12,46995,,,11,183026
"SK6 5AW",21,85350,,,,,23,433725
"SK6 5BB",23,103206,,,,,25,709710
"SK6 5BE",50,185826,50,185826,,,51,1036802
"SK6 5BL",8,32723,8,32723,,,8,104943
"SK6 5BP",26,70773,26,70773,,,26,415941
"SK6 5BR",7,15644,7,15644,,,7,111468
"SK6 5BT",,,,,,,,
"SK6 5DS",,,,,,,,
"SK6 5DT",8,18220,,,,,8,107554
"SK6 5DU",58,246138,48,115250,10,130887,52,541632
"SK6 5ER",23,73287,,,,,22,273297
"SK6 5EX",17,34012,17,34012,,,17,160893
"SK6 5EY",20,151660,,,,,,
"SK6 5GB",,,,,,,,
"SK6 5GD",5,27866,,,,,,
"SK6 5LA",,,,,,,,
"SK6 5LB",5,55030,,,,,,
"SK6 5LD",,,,,,,,
"SK6 5PG",39,155102,,,,,37,816685
"SK6 5PH",14,73337,14,73337,,,14,408670
"SK6 5PJ",39,148814,,,,,40,604798
"SK6 5PL",7,31923,,,,,,
"SK6 5PQ",15,48421,,,,,16,275819
"SK6 6AA",7,37249,7,37249,,,9,114158
"SK6 6AB",9,28101,9,28101,,,17,244356
"SK6 6AE",,,,,,,,
"SK6 6AF",9,49702,,,,,20,282192
"SK6 6AH",19,44446,,,,,21,166887
"SK6 6AJ",34,112557,,,,,33,532120
"SK6 6AL",39,102525,39,102525,,,36,374524
"SK6 6AN",37,106990,33,89187,,,36,427869
"SK6 6AP",8,22592,,,,,10,79024
"SK6 6AS",,,,,,,,
"SK6 6AT",11,28955,11,28955,,,11,83412
"SK6 6AW",40,169351,28,102333,12,67018,21,364175
"SK6 6AX",6,19412,6,19412,,,6,80327
"SK6 6AY",6,41524,,,,,,
"SK6 6AZ",,,,,,,,
"SK6 6BA",,,,,,,,
"SK6 6BB",,,,,,,,
"SK6 6BE",,,,,,,,
"SK6 6BJ",,,,,,,,
"SK6 6DA",9,15358,9,15358,,,9,87755
"SK6 6DB",14,17439,14,17439,,,,
"SK6 6DE",31,90246,31,90246,,,32,411573
"SK6 6DF",42,119711,42,119711,,,39,390040
"SK6 6DG",51,119314,,,,,53,495649
"SK6 6DH",12,30493,6,8283,6,22210,5,21428
"SK6 6DJ",46,154844,46,154844,,,45,653168
"SK6 6DL",29,107167,,,,,28,441341
"SK6 6DN",26,90575,,,,,28,403378
"SK6 6DQ",7,6913,,,,,12,171740
"SK6 6DR",20,61792,,,,,20,267192
"SK6 6DS",54,142244,,,,,54,454338
"SK6 6DT",30,93255,,,,,32,297639
"SK6 6DU",36,101605,36,101605,,,37,332851
"SK6 6DW",14,53200,,,,,14,175481
"SK6 6DX",17,62198,,,,,17,171297
"SK6 6DY",14,45574,,,,,13,112449
"SK6 6DZ",6,24710,6,24710,,,7,55146
"SK6 6EA",23,70197,23,70197,,,24,229781
"SK6 6EB",5,13694,,,,,5,35490
"SK6 6ED",28,83295,,,,,30,264723
"SK6 6EE",,,,,,,,
"SK6 6EG",26,78367,,,,,24,195854
"SK6 6EL",6,25930,6,25930,,,6,63823
"SK6 6EN",36,221215,14,68691,22,152524,15,253801
"SK6 6EP",6,24388,6,24388,,,6,64407
"SK6 6EQ",17,40761,17,40761,,,18,144231
"SK6 6ER",10,42998,10,42998,,,10,118217
"SK6 6ES",23,83583,,,,,24,375204
"SK6 6ET",14,61844,,,,,14,264880
"SK6 6EU",6,27471,6,27471,,,6,131039
"SK6 6EW",48,156256,48,156256,,,49,542120
"SK6 6EX",30,104512,,,,,30,382898
"SK6 6EY",16,43179,16,43179,,,16,208223
"SK6 6EZ",17,44052,,,,,18,233278
"SK6 6FW",,,,,,,,
"SK6 6GA",8,16963,8,16963,,,7,70375
"SK6 6GB",39,224865,,,,,,
"SK6 6GD",19,89772,19,89772,,,19,295338
"SK6 6GE",13,39884,13,39884,,,13,115201
"SK6 6HA",25,94774,25,94774,,,25,341404
"SK6 6HB",26,66799,,,,,26,313992
"SK6 6HD",15,43463,,,,,15,190524
"SK6 6HE",10,33696,10,33696,,,10,138725
"SK6 6HF",23,63428,,,,,23,272838
"SK6 6HG",25,81994,,,,,25,295337
"SK6 6HH",20,60118,20,60118,,,20,272130
"SK6 6HJ",18,46465,18,46465,,,19,220315
"SK6 6HL",28,99767,28,99767,,,27,396747
"SK6 6HN",12,44192,12,44192,,,12,179335
"SK6 6HP",23,63368,23,63368,,,23,297639
"SK6 6HQ",15,32934,15,32934,,,16,161693
"SK6 6HR",,,,,,,,
"SK6 6HS",11,45905,11,45905,,,11,161218
"SK6 6HU",,,,,,,,
"SK6 6HW",7,19326,7,19326,,,7,120321
"SK6 6JB",16,54209,,,,,15,211866
"SK6 6JD",27,85421,27,85421,,,27,393894
"SK6 6JE",46,164489,46,164489,,,45,645297
"SK6 6JF",21,60052,21,60052,,,22,341633
"SK6 6JG",25,79105,25,79105,,,25,383555
"SK6 6JH",37,128779,,,,,37,460622
"SK6 6JJ",7,22403,7,22403,,,7,118043
"SK6 6JL",30,90618,30,90618,,,29,434905
"SK6 6JN",51,177720,,,,,51,725729
"SK6 6JP",26,82983,,,,,26,399521
"SK6 6JQ",31,94884,,,,,31,350635
"SK6 6JR",6,17544,,,,,6,84673
"SK6 6JW",6,36218,6,36218,,,7,117755
"SK6 6JX",17,58173,,,,,17,295350
"SK6 6JY",18,58361,,,,,18,237232
"SK6 6JZ",10,53725,10,53725,,,10,205190
"SK6 6LB",,,,,,,,
"SK6 6LD",,,,,,,,
"SK6 6LJ",27,111976,,,,,26,531548
"SK6 6LL",25,65403,25,65403,,,24,339998
"SK6 6LN",36,104460,,,,,36,411767
"SK6 6LP",22,90838,,,,,22,377965
"SK6 6LR",20,77295,,,,,20,402302
"SK6 6LS",29,98147,29,98147,,,30,550702
"SK6 6LT",41,143315,,,,,41,587504
"SK6 6LW",22,52680,22,52680,,,22,241894
"SK6 6LZ",6,18254,6,18254,,,6,75722
"SK6 6NA",13,28880,13,28880,,,13,144672
"SK6 6NB",13,27363,13,27363,,,13,166657
"SK6 6ND",29,109257,29,109257,,,30,534987
"SK6 6NE",,,,,,,,
"SK6 6NF",21,103047,,,,,21,507447
"SK6 6NH",10,26340,,,,,10,168095
"SK6 6NJ",19,67978,19,67978,,,19,364111
"SK6 6NL",14,98458,,,,,7,201734
"SK6 6NP",8,23951,8,23951,,,8,106786
"SK6 6NQ",21,71049,,,,,21,384166
"SK6 6NR",8,32123,8,32123,,,9,105600
"SK6 6NT",7,22997,7,22997,,,7,113115
"SK6 6NU",13,46340,,,,,13,189991
"SK6 6NW",,,,,,,,
"SK6 6NX",8,30580,8,30580,,,7,82399
"SK6 6NY",17,68228,,,,,15,355425
"SK6 6NZ",10,41934,10,41934,,,10,206071
"SK6 6PA",13,83909,,,,,14,387886
"SK6 6PB",,,,,,,,
"SK6 6PD",30,158633,,,,,30,719435
"SK6 6PF",9,31859,9,31859,,,9,156641
